번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),업무구분명,상세업무구분명,권리주체일련번호,총직원수
1834,동물위탁관리업,02_03_10_P,3170000,3.17e+17,2018-09-20,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 금천,"서울특별시 금천구 시흥대로 ***, 류성빌딩 지층 ***호 (독산동)",8604.0,해피치 애견카페,2022-04-28 18:10,I,2022-07-02 17:34,,190829.4875,440308.232,동물위탁관리업,동물위탁관리업,0,0
1835,동물위탁관리업,02_03_10_P,3170000,3.17e+17,2018-10-01,,1,영업/정상,0,정상,,,,,02-894-3030,0.0,,서울특별시 금천,서울특별시 금천구 독산로 ** (시흥동),8573.0,제일종합동물병원,2022-04-28 18:10,I,2022-07-02 17:34,,191634.03,438938.6048,동물위탁관리업,동물위탁관리업,0,0
1836,동물위탁관리업,02_03_10_P,3170000,3.17e+17,2018-10-05,,1,영업/정상,0,정상,,,,,02-853-7582,0.0,,서울특별시 금천,서울특별시 금천구 남부순환로 **** (독산동),8547.0,우리동물메디컬센터,2022-04-28 18:10,I,2022-07-02 17:34,,191503.3532,441953.5718,동물위탁관리업,동물위탁관리업,0,0
1837,동물위탁관리업,02_03_10_P,3170000,3.17e+17,2018-10-15,,1,영업/정상,0,정상,,,,,02-855-8575,0.0,,서울특별시 금천,서울특별시 금천구 시흥대로 *** (독산동),8531.0,24시 글로리 동물병원,2022-04-28 18:10,I,2022-07-02 17:34,,190933.4318,441622.9678,동물위탁관리업,동물위탁관리업,0,0
1838,동물위탁관리업,02_03_10_P,3220000,3.22e+17,2023-02-15,,1,영업/정상,0,정상,,,,,02-564-0927,0.0,,서울특별시 강남,"서울특별시 강남구 역삼로 ***, MS빌딩 *층 (역삼동)",6250.0,더왈츠앤조이피아,2023-02-16 17:40,U,2023-02-18 2:40,,202964.0436,443548.3205,동물위탁관리업,동물위탁관리업,0,0
1839,동물위탁관리업,02_03_10_P,3220000,3.22e+17,2018-10-24,,1,영업/정상,0,정상,,,,,02-576-1239,0.0,,서울특별시 강남,"서울특별시 강남구 도곡로 ***, *층 (도곡동)",6261.0,강남다온동물병원,2022-05-23 15:58,U,2022-07-02 17:34,,203333.0265,443237.6692,동물위탁관리업,동물위탁관리업,0,0
1840,동물위탁관리업,02_03_10_P,3220000,3.22e+17,2018-11-20,,1,영업/정상,0,정상,,,,,02-3446-8253,0.0,,서울특별시 강남,서울특별시 강남구 학동로*길 * (논현동),6111.0,와이즈24시동물병원,2022-04-28 18:10,I,2022-07-02 17:34,,202041.3957,445451.4282,동물위탁관리업,동물위탁관리업,0,0
1841,동물위탁관리업,02_03_10_P,3220000,3.22e+17,2018-11-26,,1,영업/정상,0,정상,,,,,02-554-8875,0.0,,서울특별시 강남,"서울특별시 강남구 언주로 ***, 강남프라자 ***호 (역삼동)",6219.0,도곡종합동물병원,2022-05-23 13:54,U,2022-07-02 17:34,,204056.1997,443750.8845,동물위탁관리업,동물위탁관리업,0,0
1842,동물위탁관리업,02_03_10_P,3220000,3.22e+17,2018-11-27,,1,영업/정상,0,정상,,,,,02-556-0975,0.0,,서울특별시 강남,"서울특별시 강남구 선릉로 ***, *층 (대치동)",6198.0,주주동물종합병원,2022-04-28 18:10,I,2022-07-02 17:34,,204402.5107,444390.693,동물위탁관리업,동물위탁관리업,0,0
1843,동물위탁관리업,02_03_10_P,3220000,3.22e+17,2018-12-06,,1,영업/정상,0,정상,,,,,02-6415-0202,0.0,,서울특별시 강남,"서울특별시 강남구 테헤란로**길 **-**, 지층 (역삼동, 꿈꾸지오 다세대주택)",6146.0,슈몽(SHUMONG),2022-06-09 15:07,U,2022-07-02 17:34,,203798.5677,444871.0133,동물위탁관리업,동물위탁관리업,0,0
1844,동물위탁관리업,02_03_10_P,3220000,3.22e+17,2018-12-07,,1,영업/정상,0,정상,,,,,02-549-4505,0.0,,서울특별시 강남,"서울특별시 강남구 도산대로 ***, 진성빌딩 (논현동)",6047.0,24시신사동물용품,2022-05-23 15:20,U,2022-07-02 17:34,,202495.9907,446378.3572,동물위탁관리업,동물위탁관리업,0,0
1845,동물위탁관리업,02_03_10_P,3220000,3.22e+17,2018-12-12,,1,영업/정상,0,정상,,,,,02-511-6164,0.0,,서울특별시 강남,"서울특별시 강남구 도산대로**길 **, 지하*층 (청담동)",6011.0,비안코이탈리아,2022-04-28 18:10,I,2022-07-02 17:34,,204119.0972,447044.4599,동물위탁관리업,동물위탁관리업,L00,0
1846,동물위탁관리업,02_03_10_P,3220000,3.22e+17,2018-12-12,,1,영업/정상,0,정상,,,,,02-549-1128,0.0,,서울특별시 강남,서울특별시 강남구 삼성로***길 ** (삼성동),6094.0,릴리줄리살롱,2022-05-23 13:57,U,2022-07-02 17:34,,204236.297,445764.4987,동물위탁관리업,동물위탁관리업,0,0
1847,동물위탁관리업,02_03_10_P,3220000,3.22e+17,2018-12-26,,1,영업/정상,0,정상,,,,,02-445-7588,0.0,,서울특별시 강남,"서울특별시 강남구 자곡로 ***, 서강플라자 *층 ***호 (자곡동)",6373.0,자곡퍼스트동물의료센터,2022-04-28 18:10,I,2022-07-02 17:34,,208422.8569,441097.9172,동물위탁관리업,동물위탁관리업,0,0
1848,동물위탁관리업,02_03_10_P,3220000,3.22e+17,2019-01-02,,1,영업/정상,0,정상,,,,,02-575-5111,0.0,,서울특별시 강남,"서울특별시 강남구 논현로*길 **, *층 ***호 (개포동)",6314.0,개in공방,2023-01-17 17:31,U,2023-01-19 2:40,,204599.8703,441379.9579,동물위탁관리업,동물위탁관리업,0,0
1849,동물위탁관리업,02_03_10_P,3220000,3.22e+17,2019-01-08,,1,영업/정상,0,정상,,,,,02-511-0321,0.0,,서울특별시 강남,"서울특별시 강남구 학동로**길 **-*, *층 (논현동)",6115.0,도기도기,2022-09-01 15:48,U,2022-09-03 2:40,,202299.685,445262.9375,동물위탁관리업,동물위탁관리업,0,0
1850,동물위탁관리업,02_03_10_P,3220000,3.22e+17,2019-02-18,,1,영업/정상,0,정상,,,,,02-556-7588,0.0,,서울특별시 강남,"서울특별시 강남구 남부순환로 ****-*, 성보*빌딩 *층 (대치동)",6280.0,래이동물의료센터,2022-05-24 11:04,U,2022-07-02 17:34,,205037.1489,443391.3084,동물위탁관리업,동물위탁관리업,0,0
1851,동물위탁관리업,02_03_10_P,3220000,3.22e+17,2019-02-20,,1,영업/정상,0,정상,,,,,02-445-5022,0.0,,서울특별시 강남,"서울특별시 강남구 자곡로 ***, 강남힐스테이트에코 ***호 (자곡동)",6373.0,힐스타동물병원,2022-05-23 15:56,U,2022-07-02 17:34,,209201.9614,441399.856,동물위탁관리업,동물위탁관리업,0,0
1852,동물위탁관리업,02_03_10_P,3220000,3.22e+17,2019-03-20,,1,영업/정상,0,정상,,,,,02-2088-3375,0.0,,서울특별시 강남,"서울특별시 강남구 언주로***길 **, *-*층 (논현동)",6053.0,반려문화,2022-05-24 10:56,U,2022-07-02 17:34,,202874.5335,445968.25,동물위탁관리업,동물위탁관리업,0,0
1984,동물위탁관리업,02_03_10_P,3140000,3.14e+17,2020-05-04,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 양천,"서울특별시 양천구 목동중앙로 **, *층 (목동)",7961.0,봄날동물병원,2022-04-28 18:10,I,2022-07-02 17:34,,188605.7627,448342.9432,동물위탁관리업,동물위탁관리업,0,0
1985,동물위탁관리업,02_03_10_P,3140000,3.14e+17,2020-05-19,,1,영업/정상,0,정상,,,,,2607-7502,0.0,,서울특별시 양천,"서울특별시 양천구 신월로 ***, *층 (신월동)",8047.0,신월동물병원,2022-04-28 18:10,I,2022-07-02 17:34,,185586.4456,446018.0632,동물위탁관리업,동물위탁관리업,0,0
1986,동물위탁관리업,02_03_10_P,3140000,3.14e+17,2020-06-02,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 양천,"서울특별시 양천구 지양로 **, *층 (신월동)",8037.0,별개,2022-04-28 18:10,I,2022-07-02 17:34,,185127.9295,446728.8111,동물위탁관리업,동물위탁관리업,0,0
1987,동물위탁관리업,02_03_10_P,3140000,3.14e+17,2020-06-15,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 양천,"서울특별시 양천구 목동동로 ***, B동 *층 (신정동, 목동신시가지아파트**단지)",8018.0,페토브 동물병원,2022-04-28 18:10,I,2022-07-02 17:34,,188467.2154,446003.9412,동물위탁관리업,동물위탁관리업,0,0
1988,동물위탁관리업,02_03_10_P,3140000,3.14e+17,2020-08-04,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 양천,"서울특별시 양천구 목동서로 ***, 홈플러스목동점 *층 (목동)",7992.0,몽스파목동점,2022-10-04 17:00,U,2022-10-06 2:40,,188729.1905,447572.61,동물위탁관리업,동물위탁관리업,0,0
1989,동물위탁관리업,02_03_10_P,3140000,3.14e+17,2020-08-06,,1,영업/정상,0,정상,,,,,226928255,0.0,,서울특별시 양천,"서울특별시 양천구 신월로 ***, *층 (신월동)",8032.0,파란동물병원,2022-04-28 18:10,I,2022-07-02 17:34,,185810.0659,446160.8663,동물위탁관리업,동물위탁관리업,0,0
1990,동물위탁관리업,02_03_10_P,3140000,3.14e+17,2020-11-02,,1,영업/정상,0,정상,,,,,226070022,0.0,,서울특별시 양천,서울특별시 양천구 오목로 ** (신월동),7930.0,양천종합동물병원,2022-04-28 18:10,I,2022-07-02 17:34,,186019.5568,446684.7216,동물위탁관리업,동물위탁관리업,0,0
1991,동물위탁관리업,02_03_10_P,3140000,3.14e+17,2020-11-03,,1,영업/정상,0,정상,,,,,226911245,0.0,,서울특별시 양천,"서울특별시 양천구 오목로 ***, *층 (신정동)",7943.0,POSH(포쉬),2022-04-28 18:10,I,2022-07-02 17:34,,187101.1972,446984.942,동물위탁관리업,동물위탁관리업,0,0
1992,동물위탁관리업,02_03_10_P,3140000,3.14e+17,2020-11-03,,1,영업/정상,0,정상,,,,,226525475,0.0,,서울특별시 양천,서울특별시 양천구 신목로 ** (신정동),8009.0,리더스 동물병원,2022-04-28 18:10,I,2022-07-02 17:34,,188813.8095,446610.6321,동물위탁관리업,동물위탁관리업,0,0
1993,동물위탁관리업,02_03_10_P,3140000,3.14e+17,2020-11-18,,1,영업/정상,0,정상,,,,,226457588,0.0,,서울특별시 양천,"서울특별시 양천구 목동서로 **, 현대월드타워 ***-**호 (목동)",7983.0,가나종합동물병원,2022-04-28 18:10,I,2022-07-02 17:34,,189151.208,448200.0677,동물위탁관리업,동물위탁관리업,0,0
1994,동물위탁관리업,02_03_10_P,3140000,3.14e+17,2020-12-28,,1,영업/정상,0,정상,,,,,269598448,0.0,,서울특별시 양천,서울특별시 양천구 남부순환로 *** (신월동),7921.0,서서울호수동물병원,2022-04-28 18:10,I,2022-07-02 17:34,,185117.7946,447574.3646,동물위탁관리업,동물위탁관리업,0,0
1995,동물위탁관리업,02_03_10_P,3140000,3.14e+17,2021-10-01,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 양천,"서울특별시 양천구 남부순환로**길 **, *층 (신월동)",7916.0,아이멍쥬,2022-08-25 17:05,U,2022-08-27 2:40,,185161.3853,447247.0884,동물위탁관리업,동물위탁관리업,0,0
1996,동물위탁관리업,02_03_10_P,3140000,3.14e+17,2021-11-12,,1,영업/정상,0,정상,,,,,02-2644-1351,0.0,,서울특별시 양천,"서울특별시 양천구 오목로 ***-**, 소망빌딩 *층 (목동)",7999.0,카페멍,2022-04-28 18:10,I,2022-07-02 17:34,,188918.5572,447009.5935,동물위탁관리업,동물위탁관리업,0,0
1997,동물위탁관리업,02_03_10_P,3140000,3.14e+17,2021-11-29,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 양천,"서울특별시 양천구 신정중앙로 **, 양정빌딩 *층 (신정동)",7938.0,키움 반려견 아카데미,2022-04-28 18:10,I,2022-07-02 17:34,,187501.773,447215.6816,동물위탁관리업,동물위탁관리업,0,0
1998,동물위탁관리업,02_03_10_P,3140000,3.14e+17,2021-12-08,,1,영업/정상,0,정상,,,,,02-2646-2707,0.0,,서울특별시 양천,"서울특별시 양천구 오목로 ***, ***호 (신정동)",7944.0,강아지분양 타임도그 애견샵 목동점,2022-12-06 17:17,U,2022-12-08 2:40,,187423.3485,447041.1259,동물위탁관리업,동물위탁관리업,0,0
1999,동물위탁관리업,02_03_10_P,3140000,3.14e+17,2022-01-29,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 양천,"서울특별시 양천구 신월로 ***, 승일뷰티타워* ***호 (신월동)",8064.0,네발로오시개,2022-04-28 18:10,I,2022-07-02 17:34,,185962.8095,446176.171,동물위탁관리업,동물위탁관리업,0,0
2000,동물위탁관리업,02_03_10_P,3140000,3.14e+17,2022-05-17,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 양천,"서울특별시 양천구 은행정로 **, 성은빌딩 *층 (신정동)",7938.0,리본반려견 유치원,2022-05-17 17:30,U,2022-07-02 17:34,,187449.667,447331.5601,동물위탁관리업,동물위탁관리업,0,0
2001,동물위탁관리업,02_03_10_P,3140000,3.14e+17,2022-05-19,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 양천,"서울특별시 양천구 남부순환로**길 **, ***호 (신월동)",7915.0,로우포우신월(rawpaw),2022-05-20 13:16,I,2022-07-02 17:34,,185016.131,447481.1429,동물위탁관리업,동물위탁관리업,0,0
2002,동물위탁관리업,02_03_10_P,3140000,3.14e+17,2022-06-22,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 양천,"서울특별시 양천구 남부순환로 ***, *층 (신월동)",7924.0,리브독(LeavDog),2022-06-25 13:51,U,2022-07-02 17:34,,185170.7912,447484.8019,동물위탁관리업,동물위탁관리업,0,0
2003,동물위탁관리업,02_03_10_P,3170000,3.17e+17,2018-10-24,,1,영업/정상,0,정상,,,,,02-805-2825,0.0,,서울특별시 금천,서울특별시 금천구 시흥대로 *** (독산동),8623.0,파랑새동물병원,2022-04-28 18:10,I,2022-07-02 17:34,,191042.1972,439576.5145,동물위탁관리업,동물위탁관리업,0,0
2004,동물위탁관리업,02_03_10_P,3170000,3.17e+17,2018-11-05,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 금천,"서울특별시 금천구 금하로 ***, *층 (시흥동)",8644.0,개편한카페,2022-07-05 16:11,U,2022-07-07 2:40,,191990.3646,438697.6825,동물위탁관리업,동물위탁관리업,0,0
2005,동물위탁관리업,02_03_10_P,3170000,3.17e+17,2019-10-08,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 금천,"서울특별시 금천구 시흥대로 ***, *층 ***호 (시흥동)",8638.0,냥카페 묘연,2022-04-28 18:10,I,2022-07-02 17:34,,191341.2387,438365.6132,동물위탁관리업,동물위탁관리업,0,0
2006,동물위탁관리업,02_03_10_P,3170000,3.17e+17,2021-08-05,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 금천,"서울특별시 금천구 시흥대로 ***, ***동 ***호 (독산동, 금천롯데캐슬골드파크*차)",8608.0,롱롱#,2022-04-28 18:10,I,2022-07-02 17:34,,190838.3248,439761.362,동물위탁관리업,동물위탁관리업,0,0
2007,동물위탁관리업,02_03_10_P,3170000,3.17e+17,2022-01-07,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 금천,"서울특별시 금천구 독산로 ***, *층 (시흥동)",8621.0,꼬미펫,2022-04-28 18:10,I,2022-07-02 17:34,,191462.255,439979.5299,동물위탁관리업,동물위탁관리업,0,0
2008,동물위탁관리업,02_03_10_P,3170000,3.17e+17,2022-01-10,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 금천,"서울특별시 금천구 시흥대로 ***, ***동 ***호 (시흥동, 남서울힐스테이트)",8637.0,뽀dog,2022-04-28 18:10,I,2022-07-02 17:34,,191190.6143,438410.5221,동물위탁관리업,동물위탁관리업,0,0
2009,동물위탁관리업,02_03_10_P,3170000,3.17e+17,2022-02-17,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 금천,"서울특별시 금천구 남부순환로 ****, *층 (독산동)",8547.0,놀면뭐하개,2022-04-28 18:10,I,2022-07-02 17:34,,191545.5162,441963.9753,동물위탁관리업,동물위탁관리업,0,0
2010,동물위탁관리업,02_03_10_P,3220000,3.22e+17,2019-03-20,,1,영업/정상,0,정상,,,,,02-575-2004,0.0,,서울특별시 강남,"서울특별시 강남구 논현로**길 **, 석천빌딩 지하*층 (도곡동)",6302.0,짐더독,2022-04-28 18:10,I,2022-07-02 17:34,,203892.5868,442314.5809,동물위탁관리업,동물위탁관리업,0,0
2011,동물위탁관리업,02_03_10_P,3220000,3.22e+17,2019-03-26,,1,영업/정상,0,정상,,,,,02-459-5955,0.0,,서울특별시 강남,"서울특별시 강남구 광평로 ***, 제이스프라자 ***호 (수서동)",6362.0,수서동물병원,2022-04-28 18:10,I,2022-07-02 17:34,,208269.0998,442428.3466,동물위탁관리업,동물위탁관리업,0,0
2012,동물위탁관리업,02_03_10_P,3220000,3.22e+17,2019-04-04,,1,영업/정상,0,정상,,,,,02-6053-6052,0.0,,서울특별시 강남,"서울특별시 강남구 일원로**길 **, 상가동 ***호 (일원동, 푸른마을아파트)",6356.0,수정동물병원,2022-05-23 14:02,U,2022-07-02 17:34,,207082.8529,442411.5001,동물위탁관리업,동물위탁관리업,0,0
2013,동물위탁관리업,02_03_10_P,3220000,3.22e+17,2019-04-08,,1,영업/정상,0,정상,,,,,02-573-7582,0.0,,서울특별시 강남,"서울특별시 강남구 논현로 **, 동성빌딩 *층 (개포동)",6307.0,개포별빛동물병원,2022-05-23 16:12,U,2022-07-02 17:34,,204027.295,441585.31,동물위탁관리업,동물위탁관리업,0,0
2014,동물위탁관리업,02_03_10_P,3220000,3.22e+17,2019-04-11,,1,영업/정상,0,정상,,,,,02-545-0014,0.0,,서울특별시 강남,"서울특별시 강남구 언주로***길 **-*, *층 (논현동)",6054.0,그레이스펫그루밍스튜디오,2022-05-23 16:34,U,2022-07-02 17:34,,203214.7739,446565.6391,동물위탁관리업,동물위탁관리업,0,0
2015,동물위탁관리업,02_03_10_P,3220000,3.22e+17,2019-04-16,,1,영업/정상,0,정상,,,,,02-3442-3785,0.0,,서울특별시 강남,"서울특별시 강남구 강남대로***길 **, *층 (논현동)",6119.0,논현애견샾,2022-05-24 11:14,U,2022-07-02 17:34,,202300.5409,445031.9401,동물위탁관리업,동물위탁관리업,0,0
2016,동물위탁관리업,02_03_10_P,3220000,3.22e+17,2019-04-29,,1,영업/정상,0,정상,,,,,02-541-7515,0.0,,서울특별시 강남,"서울특별시 강남구 삼성로 ***, *층 (삼성동)",6085.0,24시청담우리동물병원,2022-05-23 17:01,U,2022-07-02 17:34,,204603.205,445808.225,동물위탁관리업,동물위탁관리업,0,0
2017,동물위탁관리업,02_03_10_P,3220000,3.22e+17,2019-04-30,,1,영업/정상,0,정상,,,,,02-518-0797,0.0,,서울특별시 강남,"서울특별시 강남구 압구정로 ***, ***호 (신사동)",6018.0,블리스독,2022-05-23 16:09,U,2022-07-02 17:34,,203211.24,447339.87,동물위탁관리업,동물위탁관리업,0,0
2018,동물위탁관리업,02_03_10_P,3220000,3.22e+17,2019-05-20,,1,영업/정상,0,정상,,,,,02-558-1716,0.0,,서울특별시 강남,"서울특별시 강남구 선릉로**길 **, 신호빌딩 *층 (대치동)",6197.0,엘리스펫,2022-05-23 16:12,U,2022-07-02 17:34,,204684.3976,444438.8902,동물위탁관리업,동물위탁관리업,0,0
2019,동물위탁관리업,02_03_10_P,3220000,3.22e+17,2019-05-23,,1,영업/정상,0,정상,,,,,02-6082-0077,0.0,,서울특별시 강남,"서울특별시 강남구 도곡로*길 *, 송현빌딩 *층 (역삼동)",6255.0,꿈에 개린,2022-05-23 14:15,U,2022-07-02 17:34,,203034.1199,443237.3766,동물위탁관리업,동물위탁관리업,0,0
2020,동물위탁관리업,02_03_10_P,3220000,3.22e+17,2019-05-29,,1,영업/정상,0,정상,,,,,02-512-0075,0.0,,서울특별시 강남,"서울특별시 강남구 논현로**길 **, 이루미 *층 (역삼동)",6250.0,츄츄동물병원,2022-05-23 14:06,U,2022-07-02 17:34,,203063.485,443440.903,동물위탁관리업,동물위탁관리업,0,0
2021,동물위탁관리업,02_03_10_P,3220000,3.22e+17,2019-05-30,,1,영업/정상,0,정상,,,,,02-545-4975,0.0,,서울특별시 강남,"서울특별시 강남구 논현로 ***, 영석빌딩 *층 (신사동)",6032.0,에이드동물병원,2022-05-24 11:18,U,2022-07-02 17:34,,202383.0716,446552.3598,동물위탁관리업,동물위탁관리업,0,0
